AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Riverina 1,1,Outer Regional Australia,-34.327211,146.962928,2665.00,3,4,No,"Murrumbidgee, Far West & Western NSW",Cootamundra,No,6978 2342,Riverina,947,0,No,0,Coolamon (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6978 2314,No,Griffith,Qtr 3,Qtr 1,1,beckom-p.school@det.nsw.edu.au,Co-Ed,Primary School,Beckom Public School,Comprehensive,Kinder to Year 6,Not Selective,Welman St,11,Beckom,"",2017,1911
Riverina 1,1,Outer Regional Australia,-34.546126,146.407232,2705.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6953 3175,Farrer,980,7,No,16,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6953 3488,No,Griffith,Qtr 3,Qtr 1,1,leeton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Leeton Public School,Comprehensive,Kinder to Year 6,Not Selective,Mallee St,382,Leeton,"",2017,1912
Riverina 1,1,Outer Regional Australia,-34.561818,146.395819,2705.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6953 5066,Farrer,892,22,No,5,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6953 2600,No,Griffith,Qtr 3,Qtr 1,1,parkview-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parkview Public School,Comprehensive,Kinder to Year 6,Not Selective,Park Ave,354,Leeton,"",2017,1971
Riverina 1,1,Outer Regional Australia,-34.54684,146.405976,2705.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6953 5085,Farrer,906,14,No,8,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6953 2122,No,Griffith,Qtr 3,Qtr 1,1,leeton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Leeton High School,Comprehensive,Year 7 to Year 12,Not Selective,Mallee & Myrtle Sts,442.4,Leeton,"",2017,1947
Riverina 1,1,Outer Regional Australia,-34.563497,146.412229,2705.00,3,7,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6953 5192,Farrer,,38,No,np,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6953 3350,No,Griffith,Qtr 3,Qtr 1,1,gralee-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Gralee School,Comprehensive,Medium / High Support needs,Not Selective,Yanco Ave,21,Leeton,"",2017,1988
Riverina 1,1,Outer Regional Australia,-34.804177,145.884407,2707.00,3,4,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6954 4396,Farrer,940,11,No,4,Murrumbidgee (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6954 4131,No,Deniliquin,Qtr 3,Qtr 1,1,coleamball-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Coleambally Central School,Comprehensive,Kinder to Year 12,Not Selective,Kingfisher Ave,241,Coleambally,"",2017,1963
Riverina 1,1,Outer Regional Australia,-34.518934,146.181248,2705.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6955 2806,Farrer,917,23,No,0,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6955 2631,No,Griffith,Qtr 3,Qtr 1,1,whitton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Whitton-Murrami Public School,Comprehensive,Kinder to Year 6,Not Selective,Melbergen St,40,Whitton,"",2017,1884
Riverina 1,1,Outer Regional Australia,-34.632239,146.383678,2703.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6955 7180,Farrer,1007,5,No,2,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6951 1500,No,Albury,Qtr 3,Qtr 1,1,yancoag-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Yanco Agricultural High School,Agricultural,Year 7 to Year 12,Fully Selective,259 Euroley Rd,332,Yanco,"",2017,1922
Riverina 1,1,Outer Regional Australia,-34.597911,146.411211,2703.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6955 7477,Farrer,853,16,No,0,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6955 7162,No,Griffith,Qtr 3,Qtr 1,1,yanco-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yanco Public School,Comprehensive,Kinder to Year 6,Not Selective,Main Ave,37,Yanco,"",2017,1909
Riverina 1,1,Outer Regional Australia,-34.526015,146.330876,2705.00,3,2,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6955 9506,Farrer,813,19,No,0,Leeton (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6955 9492,No,Griffith,Qtr 3,Qtr 1,1,wamoon-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wamoon Public School,Comprehensive,Kinder to Year 6,Not Selective,Oxley Road,31,Wamoon,"",2017,1916
Riverina 1,1,Outer Regional Australia,-34.291396,146.036252,2680.00,3,7,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6962 3451,Farrer,838,24,No,54,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 3199,No,Griffith,Qtr 3,Qtr 1,1,griffith-p.school@det.nsw.edu.au,Co-Ed,Primary School,Griffith Public School,Comprehensive,Kinder to Year 6,Not Selective,Coolah St,380,Griffith,"",2017,1920
Riverina 1,1,Outer Regional Australia,-34.329726,146.04237,2680.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6963 0244,Farrer,970,6,No,15,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6963 0297,No,Griffith,Qtr 3,Qtr 1,1,hanwood-p.school@det.nsw.edu.au,Co-Ed,Primary School,Hanwood Public School,Comprehensive,Kinder to Year 6,Not Selective,School St,267,Hanwood,"",2017,1913
Riverina 1,1,Outer Regional Australia,-34.252836,146.101067,2680.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6963 5506,Farrer,1010,4,No,20,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6963 5368,No,Griffith,Qtr 3,Qtr 1,1,beelbanger-p.school@det.nsw.edu.au,Co-Ed,Primary School,Beelbangera Public School,Comprehensive,Kinder to Year 6,Not Selective,Rankins Springs Rd,179,Beelbangera,"",2017,1922
Riverina 1,1,Outer Regional Australia,-34.286141,146.061792,2680.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1450,Farrer,966,11,No,18,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 1804,No,Griffith,Qtr 3,Qtr 1,1,griffithe-p.school@det.nsw.edu.au,Co-Ed,Primary School,Griffith East Public School,Comprehensive,Kinder to Year 6,Not Selective,Wakaden St,552,Griffith,"",2017,1960
Riverina 1,1,Outer Regional Australia,-34.279922,146.047903,2680.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1453,Farrer,948,10,No,26,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 1043,No,Griffith,Qtr 3,Qtr 1,1,griffithn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Griffith North Public School,Comprehensive,Kinder to Year 6,Not Selective,Boonah St,369,Griffith,"",2017,1953
Riverina 1,1,Outer Regional Australia,-34.282315,146.070718,2680.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1457,Farrer,953,9,No,13,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 4022,No,Griffith,Qtr 3,Qtr 1,1,wade-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Wade High School,Comprehensive,Year 7 to Year 12,Not Selective,1-39 Poole St,746,Griffith,"",2017,1971
Riverina 1,1,Outer Regional Australia,-34.292355,146.037841,2680.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1464,Farrer,,23,No,18,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 3271,No,Griffith,Qtr 3,Qtr 1,1,kalinda-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Kalinda School,Comprehensive,Medium / High Support needs,Not Selective,Merrigal St,39,Griffith,"",2017,1981
Riverina 1,1,Outer Regional Australia,-34.292249,146.039628,2680.00,3,7,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1465,Farrer,894,16,No,41,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 1711,No,Griffith,Qtr 3,Qtr 1,1,griffith-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Griffith High School,Comprehensive,Year 7 to Year 12,Not Selective,Coolah St,525.8,Griffith,"",2017,1939
Riverina 1,1,Outer Regional Australia,-34.299691,146.086176,2680.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1476,Farrer,911,26,No,np,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 4540,No,Griffith,Qtr 3,Qtr 1,1,yoogali-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yoogali Public School,Comprehensive,Kinder to Year 6,Not Selective,1 East St,23,Yoogali,"",2017,1917
Riverina 1,1,Outer Regional Australia,-33.83998,146.258245,2669.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6966 1296,Farrer,965,np,Yes,0,Carrathool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6966 1206,No,Griffith,Qtr 3,Qtr 1,1,rankinspr-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rankins Springs Public School,Comprehensive,Kinder to Year 6,Not Selective,Boree St,23,Rankins Springs,"",2017,1926
Riverina 1,1,Outer Regional Australia,-34.252389,146.198309,2681.00,3,7,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6968 1636,Farrer,988,6,No,6,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6968 1236,No,Griffith,Qtr 3,Qtr 1,1,yenda-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yenda Public School,Comprehensive,Kinder to Year 6,Not Selective,Curran Rd,140,Yenda,"",2017,1920
Riverina 1,1,Outer Regional Australia,-34.572807,145.993878,2706.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6968 4269,Farrer,845,36,No,np,Murrumbidgee (A),Murrumbidgee,July,March,Dubbo & Wagga Wagga,No,6968 4114,No,Griffith,Qtr 3,Qtr 1,1,darlingtpt-p.school@det.nsw.edu.au,Co-Ed,Primary School,Darlington Point Public School,Comprehensive,Kinder to Year 6,Not Selective,Hay Rd,97,Darlington Point,"",2017,1882
Riverina 1,1,Outer Regional Australia,-35.386787,147.060987,2642.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6920 3559,Riverina,956,np,No,np,Lockhart (A),Murrumbidgee,July,May,Dubbo & Wagga Wagga,No,6920 3521,No,Wagga Wagga,Qtr 3,Qtr 2,1,yerongck-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yerong Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Cole St,24,Yerong Creek,"",2017,1881
Riverina 1,1,Outer Regional Australia,-35.222753,146.714747,2656.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6920 5635,Riverina,891,26,No,np,Lockhart (A),Murrumbidgee,July,November,Dubbo & Wagga Wagga,No,6920 5209,No,Wagga Wagga,Qtr 3,Qtr 4,1,lockhart-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Lockhart Central School,Comprehensive,Kinder to Year 12,Not Selective,Halliday St,88,Lockhart,"",2017,1897
Riverina 1,1,Outer Regional Australia,-35.279294,147.738339,2652.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6928 7254,Riverina,897,0,No,0,Wagga Wagga (C),Murrumbidgee,July,August,Dubbo & Wagga Wagga,No,6928 7191,No,Wagga Wagga,Qtr 3,Qtr 3,1,tarcutta-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tarcutta Public School,Comprehensive,Kinder to Year 6,Not Selective,Centenary Ave,11,Tarcutta,"",2017,1873
Riverina 1,1,Outer Regional Australia,-35.483339,147.760583,2652.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6928 9219,Riverina,866,np,No,np,Wagga Wagga (C),Murrumbidgee,July,August,Dubbo & Wagga Wagga,No,6928 9254,No,Albury,Qtr 3,Qtr 3,1,humula-p.school@det.nsw.edu.au,Co-Ed,Primary School,Humula Public School,Comprehensive,Kinder to Year 6,Not Selective,School St,14,Humula,"",2017,1879
Riverina 1,1,Outer Regional Australia,-35.46651,146.798512,2658.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6929 6449,Riverina,974,0,No,0,Lockhart (A),Murrumbidgee,July,April,Dubbo & Wagga Wagga,No,6929 6416,No,Wagga Wagga,Qtr 3,Qtr 2,1,pleasanthi-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pleasant Hills Public School,Comprehensive,Kinder to Year 6,Not Selective,Crawford Street,19,Pleasant Hills,"",2017,1891
Riverina 1,1,Outer Regional Australia,-35.523007,148.146548,2730.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6949 1666,Eden-Monaro,929,7,No,5,Tumut Shire (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6949 1208,No,Albury,Qtr 3,Qtr 1,1,batlow-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Batlow Technology School,Comprehensive,Kinder to Year 12,Not Selective,Pioneer St,109,Batlow,"",2017,1868
Riverina 1,1,Outer Regional Australia,-35.580023,148.300454,2720.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Wagga Wagga,No,6949 5370,Eden-Monaro,952,0,No,0,Tumut Shire (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6949 5209,No,Albury,Qtr 3,Qtr 1,1,talbingo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Talbingo Public School,Comprehensive,Kinder to Year 6,Not Selective,Lampe St,9,Talbingo,"",2017,1965
Riverina 1,1,Remote Australia,-33.294836,146.373966,2672.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Barwon,No,6898 1323,Parkes,848,40,Yes,3,Lachlan (A),Western NSW,July,April,Dubbo & Wagga Wagga,No,6898 1008,No,Lachlan,Qtr 3,Qtr 2,1,lakecargel-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Lake Cargelligo Central School,Comprehensive,Kinder to Year 12,Not Selective,65 Canada Street,260,Lake Cargelligo,"",2017,1880
Riverina 1,1,Remote Australia,-33.615639,146.327405,2669.00,3,8,No,"Murrumbidgee, Far West & Western NSW",Cootamundra,No,6896 9852,Riverina,1044,0,Yes,0,Bland (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6896 9808,No,Griffith,Qtr 3,Qtr 1,1,naradhan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Naradhan Public School,Comprehensive,Kinder to Year 6,Not Selective,Kooba St,13,Naradhan,"",2017,1929
Riverina 2,1,Inner Regional Australia,-36.115314,144.762821,2731.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5480 6460,Farrer,945,17,Yes,4,Murray (A),Murrumbidgee,July,July,Dubbo & Wagga Wagga,No,03 5482 1564,Yes,Deniliquin,Qtr 3,Qtr 3,1,moama-p.school@det.nsw.edu.au,Co-Ed,Primary School,Moama Public School,Comprehensive,Kinder to Year 6,Not Selective,Simms St,218,Moama,"",2017,1866
Riverina 2,1,Inner Regional Australia,-35.912963,145.695985,3644.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5873 4700,Farrer,963,5,No,7,Berrigan (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5873 4242,No,Deniliquin,Qtr 3,Qtr 1,1,barooga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Barooga Public School,Comprehensive,Kinder to Year 6,Not Selective,Hughes St,151,Barooga,"",2017,1896
Riverina 2,1,Inner Regional Australia,-35.813862,145.56885,2714.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5874 2281,Farrer,974,5,No,np,Berrigan (A),Murrumbidgee,July,March,Dubbo & Wagga Wagga,No,03 5874 2128,No,Deniliquin,Qtr 3,Qtr 1,1,tocumwal-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tocumwal Public School,Comprehensive,Kinder to Year 6,Not Selective,18-20 Morris St,150,Tocumwal,"",2017,1881
Riverina 2,1,Inner Regional Australia,-35.537609,144.955826,2710.00,3,9,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5881 5079,Farrer,984,4,Yes,3,Deniliquin (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5881 2045,No,Deniliquin,Qtr 3,Qtr 1,1,deniliqsth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Deniliquin South Public School,Comprehensive,Kinder to Year 6,Not Selective,Sloane St,301,Deniliquin,"",2017,1956
Riverina 2,1,Inner Regional Australia,-35.525164,144.981664,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5881 5086,Farrer,977,10,Yes,np,Deniliquin (A),Murrumbidgee,July,October,Dubbo & Wagga Wagga,No,03 5881 1042,No,Deniliquin,Qtr 3,Qtr 4,1,deniliquin-p.school@det.nsw.edu.au,Co-Ed,Primary School,Deniliquin North Public School,Comprehensive,Kinder to Year 6,Not Selective,Victoria St,140,Deniliquin,"",2017,1896
Riverina 2,1,Inner Regional Australia,-35.524356,144.950562,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5881 5090,Farrer,912,20,Yes,np,Deniliquin (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5881 2612,No,Deniliquin,Qtr 3,Qtr 1,1,edward-p.school@det.nsw.edu.au,Co-Ed,Primary School,Edward Public School,Comprehensive,Kinder to Year 6,Not Selective,Butler St,165,Deniliquin,"",2017,1972
Riverina 2,1,Inner Regional Australia,-35.53627,144.961269,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5881 5115,Farrer,957,9,Yes,3,Deniliquin (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5881 1211,No,Deniliquin,Qtr 3,Qtr 1,1,deniliquin-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Deniliquin High School,Comprehensive,Year 7 to Year 12,Not Selective,Harfleur St,514.4,Deniliquin,"",2017,1960
Riverina 2,1,Inner Regional Australia,-35.640413,145.571271,2713.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5883 2396,Farrer,964,7,No,2,Berrigan (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5883 1344,No,Deniliquin,Qtr 3,Qtr 1,1,finley-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Finley High School,Comprehensive,Year 7 to Year 12,Not Selective,Tocumwal St,404,Finley,"",2017,1961
Riverina 2,1,Inner Regional Australia,-35.639399,145.574959,2713.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5883 2397,Farrer,965,11,No,4,Berrigan (A),Murrumbidgee,July,April,Dubbo & Wagga Wagga,No,03 5883 1135,No,Deniliquin,Qtr 3,Qtr 2,1,finley-p.school@det.nsw.edu.au,Co-Ed,Primary School,Finley Public School,Comprehensive,Kinder to Year 6,Not Selective,Coree St,196,Finley,"",2017,1895
Riverina 2,1,Outer Regional Australia,-35.354598,145.728865,2716.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Albury,No,03 5886 1615,Farrer,990,np,No,np,Jerilderie (A),Murrumbidgee,July,July,Dubbo & Wagga Wagga,No,03 5886 1331,No,Deniliquin,Qtr 3,Qtr 3,1,jerilderie-p.school@det.nsw.edu.au,Co-Ed,Primary School,Jerilderie Public School,Comprehensive,Kinder to Year 6,Not Selective,31 Bolton St,43,Jerilderie,"",2017,1869
Riverina 2,1,Outer Regional Australia,-34.506048,144.84541,2711.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,02 6993 1779,Farrer,929,14,Yes,3,Hay (A),Murrumbidgee,July,February,Dubbo & Wagga Wagga,No,02 6993 1270,No,Deniliquin,Qtr 3,Qtr 1,1,hay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Hay Public School,Comprehensive,Kinder to Year 6,Not Selective,201-217 Lachlan Street,197,Hay,"",2017,1869
Riverina 2,1,Outer Regional Australia,-34.409166,145.431622,2711.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,02 6993 5002,Farrer,918,np,No,np,Carrathool (A),Murrumbidgee,July,May,Dubbo & Wagga Wagga,No,6993 5143,No,Deniliquin,Qtr 3,Qtr 2,1,Carrathool-p.school@det.nsw.edu.au,Co-Ed,Primary School,Carrathool Public School,Comprehensive,Kinder to Year 6,Not Selective,Glover St,7,Carrathool,"",2017,1883
Riverina 2,1,Outer Regional Australia,-34.575588,142.744248,2737.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5026 3040,Farrer,910,13,Yes,24,Balranald (A),Far West,July,December,Dubbo & Wagga Wagga,No,03 5026 3766,No,Far West,Qtr 3,Qtr 4,1,euston-p.school@det.nsw.edu.au,Co-Ed,Primary School,Euston Public School,Comprehensive,Kinder to Year 6,Not Selective,Sturt Hwy,83,Euston,"",2017,1865
Riverina 2,1,Outer Regional Australia,-35.626915,144.127977,2732.00,3,10,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5453 2972,Farrer,992,np,Yes,6,Wakool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5453 2133,No,Deniliquin,Qtr 3,Qtr 1,1,barham-p.school@det.nsw.edu.au,Co-Ed,Primary School,Barham Public School,Comprehensive,Kinder to Year 6,Not Selective,Wakool St,147,Barham,"",2017,1901
Riverina 2,1,Outer Regional Australia,-35.623,144.132055,2732.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5453 3259,Farrer,979,5,Yes,np,Wakool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5453 2322,No,Deniliquin,Qtr 3,Qtr 1,1,barham-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Barham High School,Comprehensive,Year 7 to Year 12,Not Selective,Gonn St,155.4,Barham,"",2017,1969
Riverina 2,1,Outer Regional Australia,-35.786399,144.597923,2731.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5489 7228,Farrer,1047,np,Yes,0,Murray (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5489 7275,No,Deniliquin,Qtr 3,Qtr 1,1,bunnaloo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bunnaloo Public School,Comprehensive,Kinder to Year 6,Not Selective,Fitzroy St,46,Bunnaloo,"",2017,1928
Riverina 2,1,Outer Regional Australia,-35.464317,145.30879,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5882 4326,Farrer,960,np,No,0,Conargo (A),Murrumbidgee,July,June,Dubbo & Wagga Wagga,No,03 5882 4243,No,Deniliquin,Qtr 3,Qtr 2,1,mayrung-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mayrung Public School,Comprehensive,Kinder to Year 6,Not Selective,Mayrung Rd,32,Deniliquin,"",2017,1884
Riverina 2,1,Outer Regional Australia,-35.580094,145.349272,2713.00,3,8,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5882 6248,Farrer,983,0,No,np,Conargo (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5882 6238,No,Deniliquin,Qtr 3,Qtr 1,1,blighty-p.school@det.nsw.edu.au,Co-Ed,Primary School,Blighty Public School,Comprehensive,Kinder to Year 6,Not Selective,Blighty School Rd,30,Blighty,"",2017,1929
Riverina 2,1,Outer Regional Australia,-35.816079,144.902097,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5884 3504,Farrer,943,13,Yes,np,Murray (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5884 3314,No,Deniliquin,Qtr 3,Qtr 1,1,mathoura-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mathoura Public School,Comprehensive,Kinder to Year 6,Not Selective,18-20 Frome Street,63,Mathoura,"",2017,1877
Riverina 2,1,Outer Regional Australia,-35.305269,145.17886,2710.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5884 6736,Farrer,963,np,Yes,0,Conargo (A),Murrumbidgee,July,March,Dubbo & Wagga Wagga,No,03 5884 6624,No,Deniliquin,Qtr 3,Qtr 1,1,conargo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Conargo Public School,Comprehensive,Kinder to Year 6,Not Selective,Deniliquin-Wagga Wagga Rd,22,Conargo,"",2017,1879
Riverina 2,1,Outer Regional Australia,-35.659667,145.815664,2712.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5885 2661,Farrer,952,np,No,np,Berrigan (A),Murrumbidgee,July,October,Dubbo & Wagga Wagga,No,03 5885 2209,No,Deniliquin,Qtr 3,Qtr 4,1,berrigan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Berrigan Public School,Comprehensive,Kinder to Year 6,Not Selective,25-29 Momalong St,82,Berrigan,"",2017,1891
Riverina 2,1,Outer Regional Australia,-35.46632,144.393127,2710.00,3,7,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5887 1291,Farrer,898,0,Yes,0,Wakool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5887 1126,No,Deniliquin,Qtr 3,Qtr 1,1,wakool-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wakool Burraboi Public School,Comprehensive,Kinder to Year 6,Not Selective,49 Flinders St,11,Wakool,"",2017,1904
Riverina 2,1,Outer Regional Australia,-35.08927,144.032816,2733.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5887 5102,Farrer,958,np,Yes,np,Wakool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5887 5208,No,Deniliquin,Qtr 3,Qtr 1,1,moulamein-p.school@det.nsw.edu.au,Co-Ed,Primary School,Moulamein Public School,Comprehensive,Kinder to Year 6,Not Selective,Brougham St,46,Moulamein,"",2017,1867
Riverina 2,1,Outer Regional Australia,-34.26162,145.984922,2680.00,3,8,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6963 6356,Farrer,945,np,No,35,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6963 6242,No,Griffith,Qtr 3,Qtr 1,1,tharbogan-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tharbogang Public School,Comprehensive,Kinder to Year 6,Not Selective,75 Braithwaite Rd,45,Tharbogang,"",2017,1929
Riverina 2,1,Outer Regional Australia,-34.248183,146.034238,2680.00,3,4,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6964 1462,Farrer,975,8,No,57,Griffith (C),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6962 3217,No,Griffith,Qtr 3,Qtr 1,1,lakewyanga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lake Wyangan Public School,Comprehensive,Kinder to Year 6,Not Selective,Boorga Rd,115,Lake Wyangan,"",2017,1907
