AECGRegion,AgeID,ASGSRemoteness,Year,Quarter,Month,Day,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,Year,Quarter,Month,Day,ICSEA_Value,indigenous_pct,LateOpeningSchool,Average of Latitude,lbote_pct,lga,LocalHealthDistrict,OperationalDirectorate,Average of Longitude,OpportunityClass,Phone,Average of PostCode,preschool,PrincipalNetwork,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses
Riverina 3,1,Outer Regional Australia,2017,Qtr 3,July,3,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5030 5408,Farrer,1916,Qtr 1,January,4,942,8,Yes,-35.026575,5,Wakool (A),Murrumbidgee,Dubbo & Wagga Wagga,143.338058,No,03 5030 5422,2736.00,No,Deniliquin,1,tooleybuc-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Tooleybuc Central School,Comprehensive,Kinder to Year 12,Not Selective,Murray St,128,Tooleybuc,
Riverina 3,1,Remote Australia,2017,Qtr 3,July,3,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5020 6890,Farrer,1985,Qtr 1,January,1,,0,Yes,-33.398005,0,Balranald (A),Far West,Dubbo & Wagga Wagga,143.94199,No,03 5020 6896,2715.00,No,Deniliquin,1,clare-p.school@det.nsw.edu.au,Co-Ed,Primary School,Clare Public School,Comprehensive,Kinder to Year 6,Not Selective,Booligal Rd,7,Clare,
Riverina 3,1,Remote Australia,2017,Qtr 3,July,3,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 3659,Farrer,1921,Qtr 1,January,1,931,23,Yes,-34.025726,0,Wentworth (A),Far West,Dubbo & Wagga Wagga,141.89493,No,03 5027 3486,2648.00,No,Far West,1,pomona-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pomona Public School,Comprehensive,Kinder to Year 6,Not Selective,West Bank Darling River Pomona Rd,26,Pomona,
Riverina 3,1,Remote Australia,2017,Qtr 3,July,3,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 9342,Farrer,1953,Qtr 1,January,1,914,np,Yes,-33.845011,0,Wentworth (A),Far West,Dubbo & Wagga Wagga,142.012741,No,03 5027 9242,2648.00,No,Far West,1,palinyewah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Palinyewah Public School,Comprehensive,Kinder to Year 6,Not Selective,Palinyewah Roadside Delivery,16,Wentworth,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,Credit,Mid North Coast & Northern NSW,Ballina,No,6686 0508,Richmond,1971,Qtr 1,January,1,951,16,No,-28.851067,6,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.585664,No,6686 0503,2478.00,No,Richmond Valley,1,sthcross-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Southern Cross School,Comprehensive,Kinder to Year 12,Not Selective,Chickiba Drive,1514.7,East Ballina,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,02 6684 9283,Richmond,1899,Qtr 1,January,1,1011,np,No,-28.609512,28,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.439753,No,02 6684 9134,2482.00,No,Lismore,1,goonengerr-p.school@det.nsw.edu.au,Co-Ed,Primary School,Goonengerry Public School,Comprehensive,Kinder to Year 6,Not Selective,Goonengerry Road,40,Goonengerry,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6628 1223,Page,1986,Qtr 1,January,1,1013,5,No,-28.838812,6,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.433756,No,6628 5222,2477.00,No,Richmond Valley,1,alstonvill-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Alstonville High School,Comprehensive,Year 7 to Year 12,Not Selective,Cawley Close,794.6,Alstonville,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6628 1976,Page,1900,Qtr 1,January,8,1016,7,No,-28.82699,4,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.420113,No,6628 1302,2477.00,No,Richmond Valley,1,wollongbar-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wollongbar Public School,Comprehensive,Kinder to Year 6,Not Selective,Simpson Ave,290,Wollongbar,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6628 5362,Page,1875,Qtr 1,January,1,1018,6,No,-28.838471,6,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.438172,Yes,6628 0775,2477.00,No,Richmond Valley,1,alstonvill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Alstonville Public School,Comprehensive,Kinder to Year 6,Not Selective,Main St,540,Alstonville,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6629 5348,Page,1881,Qtr 1,February,1,993,9,No,-28.870683,10,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.406624,No,6629 5294,2477.00,No,Richmond Valley,1,rous-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rous Public School,Comprehensive,Kinder to Year 6,Not Selective,Rous Mill Rd,74,Alstonville,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6680 2764,Richmond,1893,Qtr 3,August,1,1044,3,No,-28.491203,16,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.540337,No,6680 2766,2483.00,No,Lismore,1,oceanshore-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ocean Shores Public School,Comprehensive,Kinder to Year 6,Not Selective,166 Shara Boulevarde,357,Ocean Shores,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6683 4369,Page,1893,Qtr 4,October,1,,100,No,-28.98367,0,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.457788,No,6683 4251,2477.00,No,Richmond Valley,1,cabbagetre-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cabbage Tree Island Public School,Comprehensive,Kinder to Year 6,Not Selective,Cabbage Tree Island Rd,14,Cabbage Tree Island,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6683 4407,Page,1877,Qtr 1,February,1,965,np,No,-28.915114,np,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.506059,No,6683 4298,2478.00,No,Richmond Valley,1,empirevale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Empire Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,River Drive,36,Empire Vale,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6683 4563,Page,1867,Qtr 1,January,1,916,26,No,-28.950252,np,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.468779,No,6683 4196,2477.00,No,Richmond Valley,1,wardell-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wardell Public School,Comprehensive,Kinder to Year 6,Not Selective,20 Richmond St,38,Wardell,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 0040,Richmond,1908,Qtr 1,January,9,962,11,No,-28.570833,17,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.426178,No,6684 0132,2482.00,No,Lismore,1,wilsonscrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wilsons Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Wilsons Creek Rd,57,Mullumbimby,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 1294,Richmond,1886,Qtr 1,February,1,1013,np,No,-28.552011,15,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.505937,No,6684 2373,2482.00,No,Lismore,1,mullumbimb-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mullumbimby Public School,Comprehensive,Kinder to Year 6,Not Selective,Morrison Ave,201,Mullumbimby,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 1993,Richmond,1955,Qtr 1,January,1,1000,6,No,-28.558569,12,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.494604,No,6684 2600,2482.00,No,Lismore,1,mullumbimb-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Mullumbimby High School,Comprehensive,Year 7 to Year 12,Not Selective,9 Jubilee Ave,628,Mullumbimby,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 5527,Richmond,1927,Qtr 1,January,1,1058,np,No,-28.498479,27,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.41241,No,6684 5266,2482.00,No,Lismore,1,mainarmup-p.school@det.nsw.edu.au,Co-Ed,Primary School,Main Arm Upper Public School,Comprehensive,Kinder to Year 6,Not Selective,1129 Main Arm Rd,103,Upper Main Arm,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 5535,Richmond,1900,Qtr 1,January,8,1071,np,No,-28.523263,22,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.444576,No,6684 5229,2482.00,No,Lismore,1,durrumbul-p.school@det.nsw.edu.au,Co-Ed,Primary School,Durrumbul Public School,Comprehensive,Kinder to Year 6,Not Selective,Durrumbul Rd,35,Durrumbul,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 5536,Richmond,1900,Qtr 1,January,2,982,10,No,-28.505414,14,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.479112,No,6684 5226,2483.00,No,Lismore,1,thepocket-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Pocket Public School,Comprehensive,Kinder to Year 6,Not Selective,The Pocket Rd,58,The Pocket,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6684 7161,Richmond,1891,Qtr 1,January,1,1092,np,No,-28.625696,19,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.487492,No,6684 7281,2479.00,No,Lismore,1,coorabell-p.school@det.nsw.edu.au,Co-Ed,Primary School,Coorabell Public School,Comprehensive,Kinder to Year 6,Not Selective,Mango Lane,131,Coorabell,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6685 1312,Richmond,1888,Qtr 3,July,1,1005,12,No,-28.541343,10,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.550848,No,6685 1204,2483.00,No,Lismore,1,brunswickh-p.school@det.nsw.edu.au,Co-Ed,Primary School,Brunswick Heads Public School,Comprehensive,Kinder to Year 6,Not Selective,Fingal St,148,Brunswick Heads,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6685 8119,Richmond,1987,Qtr 1,January,1,1045,4,No,-28.667572,11,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.616057,No,6685 8188,2481.00,No,Lismore,1,byronbay-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Byron Bay High School,Comprehensive,Year 7 to Year 12,Not Selective,2 Arakwal Court,844,Byron Bay,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6685 8625,Richmond,1892,Qtr 3,August,1,1062,2,No,-28.647416,16,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.614826,No,6685 6557,2481.00,No,Lismore,1,byronbay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Byron Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,17 Kingsley St,667,Byron Bay,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6686 0692,Richmond,1861,Qtr 3,August,1,836,34,No,-28.869724,6,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.563707,No,6686 2205,2478.00,No,Richmond Valley,1,ballina-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ballina Public School,Comprehensive,Kinder to Year 6,Not Selective,48 Crane St,246,Ballina,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6686 4235,Richmond,1956,Qtr 1,January,1,890,22,No,-28.866603,5,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.565058,No,6686 2133,2478.00,No,Richmond Valley,1,ballina-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Ballina High School,Comprehensive,Year 7 to Year 12,Not Selective,Cherry St,381.6,Ballina,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6687 2036,Richmond,1884,Qtr 4,October,1,1102,2,No,-28.68554,7,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.525743,No,6687 1434,2479.00,No,Lismore,1,bangalow-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bangalow Public School,Comprehensive,Kinder to Year 6,Not Selective,Byron St,291,Bangalow,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6687 2072,Richmond,1890,Qtr 1,January,1,1042,0,No,-28.717114,np,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.533055,No,6687 1343,2479.00,No,Richmond Valley,1,newrybar-p.school@det.nsw.edu.au,Co-Ed,Primary School,Newrybar Public School,Comprehensive,Kinder to Year 6,Not Selective,Pacific Hwy,29,Newrybar,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6687 7082,Richmond,1882,Qtr 1,January,1,1052,3,No,-28.794377,10,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.590695,No,6687 7230,2478.00,No,Richmond Valley,1,lennoxhead-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lennox Head Public School,Comprehensive,Kinder to Year 6,Not Selective,25 Byron Street,348,Lennox Head,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6687 8086,Richmond,1988,Qtr 4,November,4,1058,np,No,-28.794805,7,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.500671,No,6687 8210,2478.00,No,Richmond Valley,1,teventint-p.school@det.nsw.edu.au,Co-Ed,Primary School,Teven-Tintenbar Public School,Comprehensive,Kinder to Year 6,Not Selective,Fredricks Lane,150,Tintenbar,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6687 8570,Richmond,1894,Qtr 3,July,1,1067,0,No,-28.76765,np,Ballina (A),Northern NSW,Tamworth & Coffs Harbour,153.498399,No,6687 8267,2479.00,No,Richmond Valley,1,fernleigh-p.school@det.nsw.edu.au,Co-Ed,Primary School,Fernleigh Public School,Comprehensive,Kinder to Year 6,Not Selective,451 Fernleigh Rd,19,Fernleigh,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6688 2150,Richmond,1949,Qtr 1,January,3,1051,0,No,-28.607149,np,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.401937,No,6688 2128,2480.00,No,Lismore,1,cooperscrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Upper Coopers Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Upper Coopers Creek Rd,9,Upper Coopers Creek,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Ballina,No,6688 4039,Richmond,1887,Qtr 4,October,1,1113,np,No,-28.687657,np,Byron (A),Northern NSW,Tamworth & Coffs Harbour,153.439223,No,6688 4272,2480.00,No,Lismore,1,eureka-p.school@det.nsw.edu.au,Co-Ed,Primary School,Eureka Public School,Comprehensive,Kinder to Year 6,Not Selective,Lismore-Brunswick River Rd,37,Eureka,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,02 6645 3220,Page,1891,Qtr 1,January,1,961,12,No,-29.489242,6,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.233572,No,02 6645 2587,2463.00,No,Clarence Valley,1,gulmarrad-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gulmarrad Public School,Comprehensive,Kinder to Year 6,Not Selective,466 Brooms Head Road,192,Gulmarrad,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6642 3184,Page,1912,Qtr 1,January,1,941,12,No,-29.682105,3,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.932509,No,6642 3355,2460.00,No,Clarence Valley,1,grafton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Grafton High School,Comprehensive,Year 7 to Year 12,Partially Selective,97 Mary Street,945.2,Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 0020,Page,1999,Qtr 3,September,13,,83,No,-29.722447,np,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.94639,No,6643 0008,2460.00,No,Clarence Valley,1,induna-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Induna School,Comprehensive,Juvenile Justice establishment,Not Selective,57 Swallow Rd,35,South Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 1679,Page,1955,Qtr 1,January,1,971,10,No,-29.670687,2,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.929873,No,6642 7466,2460.00,No,Clarence Valley,1,westlawn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Westlawn Public School,Comprehensive,Kinder to Year 6,Not Selective,North St,520,Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 2027,Page,1964,Qtr 1,January,7,893,21,No,-29.714229,2,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.929362,No,6642 1466,2460.00,No,Clarence Valley,1,sthgrafton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,South Grafton High School,Comprehensive,Year 7 to Year 12,Not Selective,Tyson St,611.6,South Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 2051,Page,1971,Qtr 1,January,1,762,66,No,-29.724385,7,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.933824,No,6642 2344,2460.00,No,Clarence Valley,1,gillwinga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gillwinga Public School,Comprehensive,Kinder to Year 6,Not Selective,Hyde St,128,South Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 2065,Page,1867,Qtr 1,January,1,917,19,No,-29.709892,4,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.937126,Yes,6642 3388,2460.00,No,Clarence Valley,1,sthgrafton-p.school@det.nsw.edu.au,Co-Ed,Primary School,South Grafton Public School,Comprehensive,Kinder to Year 6,Not Selective,Vere St,596,South Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6643 2072,Page,1852,Qtr 1,January,1,932,18,No,-29.68499,3,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.933325,No,6642 1000,2460.00,No,Clarence Valley,1,grafton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Grafton Public School,Comprehensive,Kinder to Year 6,Not Selective,Queen St,681,Grafton,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6644 5373,Page,1891,Qtr 2,May,1,909,15,No,-29.629006,0,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.030932,No,6644 5266,2462.00,No,Clarence Valley,1,ulmarra-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ulmarra Public School,Comprehensive,Kinder to Year 6,Not Selective,12-14 Pacific Hwy,61,Ulmarra,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6645 2819,Page,1961,Qtr 1,January,1,952,10,No,-29.46644,2,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.20149,No,6645 2244,2463.00,No,Clarence Valley,1,maclean-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Maclean High School,Comprehensive,Year 7 to Year 12,Not Selective,Woombah Street,911.2,Maclean,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6645 3750,Page,1865,Qtr 3,August,1,916,28,No,-29.457217,3,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.201309,No,6645 2431,2463.00,No,Clarence Valley,1,maclean-p.school@det.nsw.edu.au,Co-Ed,Primary School,Maclean Public School,Comprehensive,Kinder to Year 6,Not Selective,Woodford St,177,Maclean,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6646 0328,Page,1866,Qtr 1,January,1,968,13,No,-29.419567,np,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.28822,No,6646 0114,2463.00,No,Clarence Valley,1,palmersisl-p.school@det.nsw.edu.au,Co-Ed,Primary School,Palmers Island Public School,Comprehensive,Kinder to Year 6,Not Selective,Maclean-Yamba Rd,56,Palmers Island,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6646 1578,Page,1868,Qtr 1,January,1,983,16,No,-29.439524,4,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.353157,No,6646 2420,2464.00,No,Clarence Valley,1,yamba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Yamba Public School,Comprehensive,Kinder to Year 6,Not Selective,Angourie Rd,373,Yamba,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6646 4160,Page,1868,Qtr 2,May,1,1002,np,No,-29.387954,np,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.231645,No,6646 4346,2469.00,No,Clarence Valley,1,chatsworth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Chatsworth Island Public School,Comprehensive,Kinder to Year 6,Not Selective,Chatsworth Island Rd,64,Chatsworth,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6646 4240,Page,1872,Qtr 1,January,1,962,np,No,-29.425605,0,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.240299,No,6646 4213,2465.00,No,Clarence Valley,1,harwood-p.school@det.nsw.edu.au,Co-Ed,Primary School,Harwood Island Public School,Comprehensive,Kinder to Year 6,Not Selective,11 Morpeth St,66,Harwood,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6646 6783,Page,1879,Qtr 3,September,1,947,12,No,-29.404676,np,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.348938,No,6646 6149,2466.00,No,Clarence Valley,1,iluka-p.school@det.nsw.edu.au,Co-Ed,Primary School,Iluka Public School,Comprehensive,Kinder to Year 6,Not Selective,21-27 Charles Street,130,Iluka,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6649 3051,Page,1913,Qtr 1,January,11,874,13,No,-29.832063,np,Clarence Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.889484,No,6649 3225,2460.00,No,Coffs Harbour,1,couttscros-p.school@det.nsw.edu.au,Co-Ed,Primary School,Coutts Crossing Public School,Comprehensive,Kinder to Year 6,Not Selective,1570 Armidale Road,87,Coutts Crossing,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6662 2230,Page,1861,Qtr 1,March,1,883,20,No,-28.867384,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.048053,No,6662 1113,2470.00,Yes,Clarence Valley,1,casino-p.school@det.nsw.edu.au,Co-Ed,Primary School,Casino Public School,Comprehensive,Kinder to Year 6,Not Selective,31 Walker St,685,Casino,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6662 6373,Page,1952,Qtr 1,January,1,774,43,No,-28.85478,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.036779,No,6662 1916,2470.00,Yes,Clarence Valley,1,casinowest-p.school@det.nsw.edu.au,Co-Ed,Primary School,Casino West Public School,Comprehensive,Kinder to Year 6,Not Selective,Hotham St,235,Casino,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6662 6390,Page,1945,Qtr 1,January,1,871,24,No,-28.845167,2,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.0437,No,6662 3077,2470.00,No,Clarence Valley,1,casino-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Casino High School,Comprehensive,Year 7 to Year 12,Not Selective,Queensland Rd,668,Casino,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6663 5313,Page,1929,Qtr 1,January,5,953,np,No,-28.749066,0,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.077066,No,6663 5220,2480.00,No,Lismore,1,manifold-p.school@det.nsw.edu.au,Co-Ed,Primary School,Manifold Public School,Comprehensive,Kinder to Year 6,Not Selective,Lismore-Kyogle Rd,38,Bentley,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6664 1353,Page,1888,Qtr 4,October,1,937,np,No,-28.930843,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.003537,No,6664 1280,2470.00,No,Clarence Valley,1,leeville-p.school@det.nsw.edu.au,Co-Ed,Primary School,Leeville Public School,Comprehensive,Kinder to Year 6,Not Selective,9375 Summerland Way,44,Leeville,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6667 3241,Page,1914,Qtr 1,January,4,930,np,No,-28.755713,0,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,152.937222,No,6667 3266,2470.00,No,Clarence Valley,1,stratheden-p.school@det.nsw.edu.au,Co-Ed,Primary School,Stratheden Public School,Comprehensive,Kinder to Year 6,Not Selective,710 Stratheden Rd,24,Stratheden,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6682 2513,Page,1871,Qtr 1,February,1,952,10,No,-29.07539,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.339292,No,6682 2502,2472.00,No,Lismore,1,woodburn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Woodburn Public School,Comprehensive,Kinder to Year 6,Not Selective,Woodburn St,125,Woodburn,
